seg,accel_phase,segment_m,dt_s,real_mps,ctrl_avg,pred_mps_cfg,vesc_avg_mps,implied_meters_per_unit,n_ctrl,n_vesc
1,False,0.4,1.292855978012085,0.3093925439514509,5.399999988766817,0.7273799984868902,,0.057294915665750956,26,0
2,False,0.4,1.1887989044189453,0.33647406513678596,13.991666674613953,1.8846775010704993,,0.024048176172412263,24,0
3,False,0.40000000000000013,1.111555814743042,0.3598559736673844,15.0,2.0204999999999997,,0.023990398244492294,22,0
4,False,0.3999999999999999,1.0396983623504639,0.3847269693641847,15.0,2.0204999999999997,,0.025648464624278982,21,0
5,False,0.3999999999999999,1.0167498588562012,0.39341043081135246,15.0,2.0204999999999997,,0.026227362054090163,20,0
6,False,0.40000000000000036,1.0732738971710205,0.372691445356434,15.0,2.0204999999999997,,0.0248460963570956,21,0
7,False,0.3999999999999999,1.0615363121032715,0.37681235718395845,15.0,2.0204999999999997,,0.025120823812263895,22,0
8,False,0.3999999999999999,1.0371837615966797,0.38565972088130734,15.0,2.0204999999999997,,0.025710648058753824,20,0
9,False,0.3999999999999999,0.9844861030578613,0.40630334827234293,15.0,2.0204999999999997,,0.027086889884822864,20,0
10,False,0.3999999999999999,5.1172521114349365,0.07816695196747601,0.5882352941176471,0.07923529411764706,,0.13288381834470922,102,0
