seg,accel_phase,segment_m,dt_s,real_mps,ctrl_avg,pred_mps_cfg,vesc_avg_mps,implied_meters_per_unit,n_ctrl,n_vesc
1,True,0.35,1.463174819946289,0.2392058660583347,6.000000003082999,0.8082000004152798,0.427344413369673,0.039867644322570464,203,73
2,True,0.35,0.5661075115203857,0.618257120560034,13.93333331743876,1.876819997859001,1.1014691312155551,0.04437252066497485,84,28
3,True,0.34999999999999987,0.4767177104949951,0.7341871138720246,15.0,2.0204999999999997,1.211782979338246,0.048945807591468306,63,24
4,True,0.3500000000000001,0.5838685035705566,0.5994500437335286,15.0,2.0204999999999997,1.1988368732842074,0.03996333624890191,84,30
5,True,0.3500000000000001,0.5056488513946533,0.692179956573913,15.0,2.0204999999999997,1.20123103597746,0.04614533043826086,70,25
6,False,0.34999999999999964,0.5791761875152588,0.604306612641561,15.0,2.0204999999999997,1.2003123925683452,0.040287107509437405,84,29
7,False,0.3500000000000001,0.5426511764526367,0.6449815557168492,15.0,2.0204999999999997,1.205180690009472,0.042998770381123284,70,27
8,False,0.3500000000000001,0.5932338237762451,0.5899865887148277,15.0,2.0204999999999997,1.2011342291576361,0.03933243924765518,84,30
9,False,0.3500000000000001,0.5145778656005859,0.68016917049376,15.0,2.0204999999999997,1.2001993931512787,0.04534461136625067,77,25
10,False,0.3500000000000001,0.5494911670684814,0.6369529138516263,15.0,2.0204999999999997,1.2090299708960308,0.04246352759010842,77,28
11,False,0.34999999999999964,0.611609697341919,0.5722603835765099,15.0,2.0204999999999997,1.207311082213553,0.038150692238433995,84,30
12,False,0.34999999999999964,0.5498111248016357,0.6365822447231761,15.0,2.0204999999999997,1.1977134807108798,0.04243881631487841,77,28
13,False,0.35000000000000053,0.5827763080596924,0.60057348790533,15.0,2.0204999999999997,1.2007526500374355,0.040038232527022,77,11
14,False,0.34999999999999964,0.5637593269348145,0.6208323007318847,15.0,2.0204999999999997,,0.04138882004879231,84,0
15,False,0.35000000000000053,0.5252687931060791,0.6663255167517963,15.0,2.0204999999999997,,0.04442170111678642,70,0
