seg,accel_phase,segment_m,dt_s,real_mps,ctrl_avg,pred_mps_cfg,vesc_avg_mps,implied_meters_per_unit,n_ctrl,n_vesc
1,True,0.35,1.7306902408599854,0.20223145178543556,7.0000000026296165,0.9429000003542093,0.42488627814397956,0.028890207387066484,238,87
2,False,0.35,0.472243070602417,0.7411437494541157,14.819999980926514,1.9962539974308013,1.1799815306910915,0.05000969975762314,70,23
3,False,0.34999999999999987,0.5299108028411865,0.6604885164133828,15.0,2.0204999999999997,1.1893673040183659,0.044032567760892184,70,27
4,False,0.3500000000000001,0.5687546730041504,0.615379559259368,15.0,2.0204999999999997,1.2055622639172705,0.041025303950624536,84,28
5,False,0.3500000000000001,0.5754382610321045,0.6082320618935575,15.0,2.0204999999999997,1.2044751356441414,0.04054880412623717,77,29
6,False,0.34999999999999964,0.559180736541748,0.6259156961746819,15.0,2.0204999999999997,1.2013669577063595,0.04172771307831213,77,28
7,False,0.3500000000000001,0.6361515522003174,0.5501833624227153,15.0,2.0204999999999997,1.2052313610749892,0.036678890828181016,91,32
8,False,0.3500000000000001,0.5074858665466309,0.6896743792722747,15.0,2.0204999999999997,1.1971264990608292,0.04597829195148498,70,24
9,False,0.3500000000000001,0.5103404521942139,0.685816690593841,15.0,2.0204999999999997,1.2029812647497953,0.04572111270625607,70,27
10,False,0.3500000000000001,0.576075553894043,0.6075591953766107,15.0,2.0204999999999997,1.1690507152145642,0.040503946358440714,84,28
11,False,0.34999999999999964,0.6530880928039551,0.5359154513096646,15.0,2.0204999999999997,1.2444536391220395,0.03572769675397764,91,33
12,False,0.34999999999999964,0.537879228591919,0.6507036921954454,15.0,2.0204999999999997,1.1999229398449163,0.04338024614636303,77,27
13,False,0.35000000000000053,0.5681753158569336,0.6160070496412245,15.0,2.0204999999999997,1.1899498420954857,0.0410671366427483,77,28
14,False,0.34999999999999964,0.5545263290405273,0.6311693091391879,15.0,2.0204999999999997,1.2024041736330422,0.042077953942612524,77,28
15,False,0.35000000000000053,0.6560873985290527,0.533465512041079,15.0,2.0204999999999997,1.1947564067199958,0.035564367469405264,91,33
16,False,0.34999999999999964,0.6392521858215332,0.5475147488939722,9.23076923076923,1.243384615384615,1.1480886974425661,0.059314097796846994,91,32
